Dataset,Variant,Avg HR,ΔHR vs Cap-only,Admissions / 1000 requests,ΔAdmissions / 1000 vs Cap-only,Hit-yield / admission,ΔHit-yield vs Cap-only,Pollution proxy,ΔPollution vs Cap-only
Wikipedia-2007 web,Cap-only,0.674387,0.000000,9.415020833333335,0.0,1.1543014323005558,0.0,0.634,0.000
Wikipedia-2007 web,Precision-only,0.675204,0.000817,8.873208333333332,-0.5418125000000025,1.2843149039278177,0.13001347162726185,0.625,-0.009
Wikipedia-2007 web,IL-guard,0.675241,0.000854,8.574375000000002,-0.8406458333333333,1.39525029421377,0.24094886191321407,0.619,-0.015
Wiki-CDN-2018,Cap-only,0.535250,0.000000,12.115296296296298,0.0,0.700166527202949,0.0,0.578,0.000
Wiki-CDN-2018,Precision-only,0.536762,0.001513,11.661481481481482,-0.453814814814816,0.7407688872127848,0.04060236000983575,0.573,-0.004
Wiki-CDN-2018,IL-guard,0.536710,0.001460,11.506574074074074,-0.6087222222222248,0.7659713629411034,0.06580483573815432,0.572,-0.005
